MLBAMID,Name,Bats,Throws,Position,DOB_Month,DOB_Day,DOB_Year,MLB org.,FG_30,FG_FV,MLB_30,MLB_FV,FG100,MLB100
809231,Tom Poole,L,R,OF,10,7,2002,Tampa Bay Rays,,,,,,
809232,Matthew Bollenbacher,R,R,P,11,9,1999,Washington Nationals,,,,,,
809254,Anthony Eyanson,R,R,P,10,9,2004,Boston Red Sox,18,42,13,45,,
809326,Christian Lopez,L,L,P,7,6,2006,Cincinnati Reds,,,,,,
809328,Luis Sotillo,L,L,P,6,15,2005,New York Mets,,,,,,
809329,Paulo Asprilla,R,R,C,4,28,2006,St. Louis Cardinals,,,,,,
809330,Brailyn Paulino,R,R,P,4,26,2006,St. Louis Cardinals,,,,,,
809331,Brian Sanchez,L,R,LF,7,4,2004,New York Yankees,59,35,,,,
809332,Johan Zapata,R,R,P,11,10,2005,Milwaukee Brewers,,,,,,
809336,Rafael Castillo,S,R,IF,4,7,2006,Miami Marlins,,,,,,
809337,Jayden Felicia,S,R,SS,3,14,2006,Miami Marlins,,,,,,
809338,Trevor Austin,R,R,SS,10,3,2001,Houston Astros,,,,,,
809340,Austin Troesser,R,R,P,3,29,2002,New York Mets,,,,,,
809343,Bryce Mayer,R,R,P,2,11,2002,Houston Astros,6,45,11,45,,
809372,Victor Figueroa,L,R,1B,12,31,2003,Baltimore Orioles,80,35,,,,
809397,Juan Cruz,R,R,1B,9,9,2004,Washington Nationals,,,,,,
809459,Morris Austin,R,R,P,3,27,2000,Milwaukee Brewers,,,,,,
809499,Tyler Morgan,R,R,P,11,6,2000,San Diego Padres,,,,,,
809569,Maika Niu,R,R,SS,1,9,2004,zzz_amateur,,,,,,
809579,Nick Payero,R,R,P,6,21,2000,Seattle Mariners,,,,,,
809633,Michael Dattalo,R,R,3B,1,22,2004,St. Louis Cardinals,,,,,,
809683,Luis Quesada,R,R,OF,1,18,2005,Houston Astros,,,,,,
809685,Aiven Cabral,R,R,P,10,8,2003,Atlanta Braves,,,,,,
809686,Cam Maldonado,R,R,OF,11,8,2003,San Francisco Giants,,,,,,
809692,Charlie Walker,R,R,P,9,23,2003,San Diego Padres,,,,,,
809699,Argenis Aparicio,S,R,P,9,23,2005,Milwaukee Brewers,,,,,,
809701,Luis Avila,R,R,P,5,26,2003,Philadelphia Phillies,,,,,,
809719,Austin Green,S,R,2B,5,20,2002,New York Yankees,,,,,,
809720,Damian Bravo,R,R,OF,9,8,2003,San Francisco Giants,,,,,,
809733,Connor Wietgrefe,R,L,P,6,6,2002,Pittsburgh Pirates,,,,,,
809754,Ethan Bell,R,R,P,2,14,2002,Chicago Cubs,,,,,,
809763,Kaeden Kent,L,R,SS,8,29,2003,New York Yankees,14,40,12,40,,
809767,Evan Aschenbeck,R,L,P,6,26,2001,Chicago Cubs,,,,,,
809771,Saul Brinez,R,R,P,11,10,2004,New York Yankees,,,,,,
809772,Luis Puello,R,R,C,1,22,2006,New York Yankees,,,,,,
809773,Edison Vivas,R,R,C,6,3,2006,New York Yankees,,,,,,
809779,Anthony Tandron,R,R,SS,11,8,2005,San Francisco Giants,,,,,,
809784,Garrett Stratton,R,R,P,8,1,2003,New York Mets,,,,,,
809789,Parker Smith,R,R,P,3,5,2003,Houston Astros,27,37,,,,
809812,Antony Aparicio,R,R,P,10,18,2002,Houston Astros,,,,,,
809813,Luis Bautista,R,R,P,10,7,2002,Tampa Bay Rays,,,,,,
809814,Francis Texido,L,L,P,4,1,2005,Los Angeles Angels,42,37,,,,
809819,Bryson Van Sickle,L,L,P,1,4,2001,Colorado Rockies,,,,,,
809826,Merit Jones,R,R,P,7,26,2003,Minnesota Twins,,,,,,
809840,Micah Ashman,L,L,P,8,22,2002,Detroit Tigers,,,,,,
809844,Kien Vu,L,L,OF,10,13,2003,Cincinnati Reds,,,,,,
809860,Mason Lytle,R,R,OF,3,26,2001,Houston Astros,,,,,,
809861,Chase Meggers,L,R,C,1,6,2003,New York Mets,,,,,,
809863,Bryce Boettcher,R,R,OF,7,8,2002,Houston Astros,,,,,,
809898,Joe Ruzicka,R,R,P,12,14,2003,Detroit Tigers,,,,,,
809915,Jakob Wright,L,L,P,5,30,2003,Los Angeles Dodgers,28,40,28,40,,
809921,Jake Steels,R,R,OF,6,17,2002,Atlanta Braves,,,,,,
809933,Steven Brooks,R,R,P,9,20,2002,Boston Red Sox,,,,,,
809934,Freddy Rodriguez,R,R,P,4,13,2004,Chicago Cubs,,,,,,
809944,Elijah Hainline,R,R,SS,12,20,2002,Los Angeles Dodgers,,,,,,
809945,Jonah Advincula,L,R,OF,1,6,2001,Cleveland Guardians,,,,,,
809950,Dakota Hawkins,R,R,P,3,20,2000,New York Mets,,,,,,
809975,Kodey Shojinaga,R,R,C,2,22,2003,Philadelphia Phillies,,,,,,
810022,Luke Johnson,R,R,P,4,15,2002,Washington Nationals,,,,,,
810053,Caleb Ketchup,R,R,SS,1,4,2002,Los Angeles Angels,53,35,,,,
810070,Hayden Frank,R,L,P,12,16,2002,Chicago Cubs,,,,,,
810080,Enderson Jean,R,R,P,9,21,2004,Philadelphia Phillies,43,35,,,,
810091,Ben Hansen,R,R,P,3,12,2002,Boston Red Sox,,,,,,
810098,Yadiel Batista,L,L,P,4,17,2004,St. Louis Cardinals,,,,,,
810102,Chris Veach,R,R,P,11,21,2001,New York Yankees,,,,,,
810830,Jake Knapp,R,R,P,8,30,2000,Chicago Cubs,,,,,,
810836,Andrew Shaffner,R,R,P,12,31,2002,Cincinnati Reds,,,,,,
810838,Ryan Jackson,R,R,SS,11,27,2001,San Diego Padres,,,,,,
810840,Josh Blum,R,R,P,5,1,2003,New York Mets,,,,,,
810856,Eduardo Robles,R,R,P,6,27,2005,Philadelphia Phillies,,,,,,
810890,James Tallon,L,L,P,9,29,2003,Philadelphia Phillies,,,,,,
810891,Jay Beshears,R,R,1B,5,6,2002,Miami Marlins,72,35,,,,
810896,Owen Proksch,S,L,P,12,25,2003,Texas Rangers,,,,,,
810897,Charlie Beilenson,R,R,P,12,10,1999,Seattle Mariners,,,26,40,,
810920,Jake Murray,L,L,P,8,31,2000,Minnesota Twins,,,,,,
810921,Aaron Rund,R,R,P,6,16,1999,Milwaukee Brewers,,,,,,
810977,Andrew Bolivar,R,R,P,10,20,2005,St. Louis Cardinals,,,,,,
810978,Johan Rodriguez,R,R,P,11,12,2002,San Francisco Giants,,,,,,
810981,Wagnel Luna,R,R,IF,12,14,2005,Detroit Tigers,,,,,,
810982,Rayven Antonio,R,R,P,3,2,2006,Atlanta Braves,,,29,40,,
811083,Andrew Tess,R,R,C,8,18,2006,Baltimore Orioles,,,,,,
811106,Andrew Sentlinger,L,L,P,10,13,2003,Chicago White Sox,,,,,,
811138,Jairon Digon,R,R,P,11,7,2005,Arizona Diamondbacks,,,,,,
811139,Sandro Santana,L,L,P,3,7,2005,Arizona Diamondbacks,,,,,,
811145,Junior Suarez,L,L,P,6,24,2005,Colorado Rockies,,,,,,
811167,Landen Payne,R,R,P,5,17,2003,Chicago White Sox,,,,,,
811172,Conner Ware,L,L,P,8,25,2003,New York Mets,,,,,,
811211,Tyler Stasiowski,R,R,P,8,13,2001,Minnesota Twins,,,,,,
811229,Ubert Mejias,R,R,P,3,24,2001,San Francisco Giants,,,,,,
811235,Daiher Hernandez,L,L,P,3,2,2006,Cleveland Guardians,,,,,,
811236,Yoelvin Chirino,R,R,P,5,13,2005,Boston Red Sox,,,,,,
811266,Ryan Reed,L,L,P,12,26,2003,San Diego Padres,,,,,,
811275,Joel Sarver,R,R,P,12,4,2001,Arizona Diamondbacks,,,,,,
811278,Connor Rasmussen,L,R,SS,3,1,2004,Kansas City Royals,,,,,,
811286,Ryan Brown,R,R,P,10,9,2002,Los Angeles Dodgers,62,35,,,,
811291,Eriq Swan,R,R,P,10,31,2001,Los Angeles Dodgers,12,42,18,40,,
811304,Jake Peppers,R,R,P,12,26,2001,Chicago White Sox,,,,,,
811307,Jack Wenninger,L,R,P,3,14,2002,New York Mets,14,40,13,45,,
811310,Nigel Belgrave,R,R,P,5,12,2002,Miami Marlins,58,37,,,,
811312,Justin Riemer,R,R,SS,2,6,2002,Boston Red Sox,,,,,,
811314,Bryan Gonzalez,R,R,SS,7,15,2005,Los Angeles Dodgers,,,,,,
811316,William Privette,R,R,P,2,1,2002,Texas Rangers,,,,,,
811318,Case Matter,R,R,P,1,16,2002,Texas Rangers,,,,,,
811319,Riley Frey,L,L,P,4,19,2002,Atlanta Braves,,,,,,
811323,Luis Arias,L,R,IF,7,19,2005,Washington Nationals,,,,,,
811325,Eyeksson Rojas,R,R,IF,9,5,2005,Washington Nationals,,,,,,
811339,Josh Kross,S,R,C,2,2,2003,St. Louis Cardinals,,,,,,
811366,Brandon Jaime,R,R,C,12,11,2004,Cincinnati Reds,,,,,,
811551,Isael Arias,R,R,OF,8,11,2005,New York Yankees,46,35,,,,
811573,Myles Patton,R,L,P,9,2,2003,Boston Red Sox,,,,,,
811593,Jason Hernandez,R,R,IF,1,11,2006,San Diego Padres,,,,,,
811594,Bernard Jose,R,R,P,3,3,2003,San Diego Padres,,,,,,
811595,Dariel Polanco,R,R,P,9,28,2005,San Diego Padres,,,,,,
811597,Johan Minaya,R,R,P,10,22,2004,San Diego Padres,,,,,,
811598,Kleiber Olmedo,R,R,P,8,23,2004,San Diego Padres,,,,,,
811600,Abraham Parra,R,R,P,12,29,2005,San Diego Padres,,,,,,
811602,Yimy Tovar,R,R,IF,4,7,2006,San Diego Padres,39,35,,,,
811607,Omar Bustamante,R,R,C,8,19,2005,Detroit Tigers,,,,,,
811623,Raudy Rivera,R,R,P,5,3,2005,Cleveland Guardians,,,,,,
811625,Stanly Alcantara,R,R,P,4,12,2004,New York Yankees,,,,,,
811626,Robinson Narciso,R,R,P,1,25,2005,Atlanta Braves,,,,,,
811632,Jesus Carrera,R,R,P,11,27,2004,Houston Astros,,,,,,
811633,Yosweld Vasquez,R,R,C,11,8,2004,Houston Astros,,,,,,
811636,Odarlin Cruz,R,R,P,2,18,2005,Colorado Rockies,,,,,,
811637,Wilmis Paulino,R,R,P,1,16,2006,Colorado Rockies,,,,,,
811638,Naoel Mejia,R,R,P,7,5,2002,Philadelphia Phillies,43,35,,,,
811667,Clay Edmondson,R,R,P,6,24,2003,San Diego Padres,,,,,,
811668,Will Gagnon,L,R,P,2,3,2004,Los Angeles Dodgers,,,,,,
811697,Tanner Perry,R,R,P,4,18,2003,Milwaukee Brewers,,,,,,
811710,Jacob Stretch,S,R,P,12,27,2002,Baltimore Orioles,,,,,,
811716,Landyn Vidourek,L,R,OF,11,6,2003,Los Angeles Dodgers,39,37,,,,
811718,Josh Wakefield,L,L,OF,6,8,2004,Houston Astros,,,,,,
811721,Nick Weyrich,R,R,P,3,11,2003,Chicago White Sox,,,,,,
811727,Caleb Berry,R,R,C,9,25,2001,Boston Red Sox,,,,,,
811764,Cody Miller,R,R,SS,7,1,2004,Atlanta Braves,,,,,,
811765,Deniel Ortiz,R,R,3B,8,24,2004,St. Louis Cardinals,,,23,40,,
811780,Joel Dragoo,R,R,OF,1,8,2003,Philadelphia Phillies,,,,,,
811948,Tony Santa Maria,R,R,3B,4,6,2002,Tampa Bay Rays,,,,,,
811958,Justin Sinibaldi,L,L,P,3,3,2002,Chicago White Sox,,,,,,
811963,Wyatt Parliament,R,R,P,1,29,2004,New York Yankees,,,,,,
812151,Deivi Villafana,R,R,P,5,25,2003,Cincinnati Reds,,,,,,
812158,Dashyll Tejeda,R,R,CF,3,16,2006,Washington Nationals,25,40,,,,
812159,Reudis Diaz,R,R,P,2,16,2006,Chicago White Sox,,,,,,
812160,Luis Rodriguez,R,R,P,12,29,2003,Houston Astros,,,,,,
812161,Jose Castro,R,R,CF,10,4,2005,New York Yankees,,,,,,
812163,Jonathan Russell,R,R,P,3,14,2005,Tampa Bay Rays,,,,,,
812173,Zion Theophilus,L,R,P,6,28,2006,zzz_amateur,,,,,,
812363,Marlon Nieves,R,R,P,6,10,2005,Los Angeles Dodgers,34,40,,,,
812372,Daniel Wright,R,R,P,6,13,2002,Chicago White Sox,,,,,,
812407,Tyler Hampu,R,R,P,7,14,2002,Colorado Rockies,,,,,,
812430,Heriberto Caraballo,R,R,C,2,18,2005,St. Louis Cardinals,35,37,,,,
812431,Rory Fox,L,R,P,2,3,2004,New York Yankees,,,,,,
812442,Stephen Hrustich,R,R,OF,9,8,2001,Detroit Tigers,,,,,,
812460,Alvin Nova,R,R,P,5,5,2005,Oakland Athletics,,,,,,
812470,Joe Redfield,L,R,OF,10,18,2001,Los Angeles Angels,53,35,,,,
812503,Eli Pitts,R,R,OF,11,22,2006,Cincinnati Reds,,,,,,
812518,Camden Janik,R,R,C,7,16,2002,Pittsburgh Pirates,,,,,,
812521,Joe Glassey,R,R,P,7,17,2001,Baltimore Orioles,,,,,,
812540,Qrey Lott,R,R,OF,11,10,2004,San Diego Padres,,,,,,
812559,Josiah Romeo,R,R,P,1,11,2006,Athletics,,,,,,
812563,Junior Tavera,L,L,P,5,23,2007,New York Yankees,,,,,,
812662,Chris Lopez,R,R,C,6,28,2005,St. Louis Cardinals,,,,,,
812745,Javier Bartolozzi,R,R,P,4,14,2005,Los Angeles Dodgers,,,,,,
812749,Raynier Ramirez,R,R,3B,12,13,2004,Los Angeles Dodgers,,,,,,
812775,Andrew Dunford,R,R,P,1,5,2005,Detroit Tigers,39,37,,,,
812944,Danandres Colon,S,R,SS,2,23,2007,Detroit Tigers,,,,,,
813066,Blake Ilitch,R,R,P,3,23,2006,zzz_amateur,,,,,,
813179,John Valle,R,R,P,11,24,2004,New York Mets,49,35,,,,
813186,Zack Austin,R,R,P,7,17,2001,Atlanta Braves,,,,,,
813268,Jake Curtis,R,R,P,3,21,2002,Chicago White Sox,,,,,,
813282,Austin Newton,R,R,P,4,29,2004,Colorado Rockies,,,,,,
813291,Sam Brodersen,R,R,P,5,17,2002,St. Louis Cardinals,59,35,,,,
813335,Dylan Jordan,R,R,P,10,15,2005,Los Angeles Angels,16,40,16,40,,
813359,Aidan Teel,L,R,OF,8,14,2004,zzz_amateur,,,,,,
813360,Brian Edgington,R,R,P,9,2,1998,Cincinnati Reds,53,35,,,,
813386,Justin Johnson,R,R,SS,4,3,2000,Kansas City Royals,,,,,,
813400,Jack Winnay,R,R,3B,6,5,2003,Boston Red Sox,,,,,,
813409,Joe Ariola,L,L,P,2,5,2004,Arizona Diamondbacks,,,,,,
813417,Jordan Rich,L,L,OF,6,18,2007,Toronto Blue Jays,,,,,,
813429,Lucas Ramirez,L,R,OF,1,16,2006,Los Angeles Angels,,,,,,
813533,Michael Lombardi,R,R,P,9,20,2003,Kansas City Royals,24,40,15,45,,
813535,Tayler Montiel,L,L,P,7,5,2002,Arizona Diamondbacks,,,,,,
813555,Mathieu Curtis,R,R,P,8,24,2004,Atlanta Braves,,,,,,
813609,Reese Lumpkin,R,R,P,11,8,2001,Seattle Mariners,,,,,,
813636,Phil Fox,R,R,P,10,26,2002,Chicago White Sox,,,,,,
813664,Justin DeCriscio,R,R,SS,3,24,2003,San Diego Padres,,,,,,
813666,Ariel Armas,R,R,C,11,29,2002,Chicago Cubs,,,,,,
813668,Jack Gurevitch,L,R,1B,3,9,2004,St. Louis Cardinals,15,42,20,40,,
813676,Ivran Romero,R,R,P,11,19,2001,Minnesota Twins,,,,,,
813683,Jose Zerpa,R,R,P,10,19,2004,Seattle Mariners,,,,,,
813697,Sam Biller,L,L,OF,7,7,2002,New York Mets,,,,,,
813706,Owen Hackman,R,R,P,11,2,2001,Atlanta Braves,,,,,,
813707,Merrick Baldo,R,R,P,7,17,2000,Washington Nationals,,,,,,
813715,Khadim Diaw,R,R,C,8,23,2003,Minnesota Twins,29,40,22,45,,
813745,Joey Gartrell,R,R,P,7,9,2003,Boston Red Sox,,,,,,
813752,Nick Brink,R,R,P,9,27,2001,Miami Marlins,,,,,,
813768,Blake Hammond,R,R,P,7,13,2003,Athletics,,,,,,
813770,Caden Wooster,R,R,P,9,5,2004,New York Mets,,,,,,
813771,Robert Hipwell,L,R,3B,3,6,2003,San Francisco Giants,62,35,,,,
813796,Preston Howey,R,R,P,6,20,2002,Detroit Tigers,,,,,,
813828,Nolan Santos,R,R,P,12,7,2000,Minnesota Twins,,,,,,
813829,Zane Barnhart,R,R,P,5,30,2002,Baltimore Orioles,80,35,,,,
813833,Cole Conn,S,R,C,7,11,2001,Oakland Athletics,,,,,,
813838,Jacob Odle,R,R,P,11,30,2003,St. Louis Cardinals,47,37,,,,
813841,Jonah Cox,R,R,CF,8,4,2001,San Francisco Giants,37,37,,,,
813842,Chase Call,R,R,OF,5,18,2002,Houston Astros,,,,,,
813844,Will Bush,L,R,C,3,4,2004,Houston Astros,30,37,18,40,,
813851,Colton Becker,R,R,SS,4,26,2001,Kansas City Royals,,,,,,
813852,Trey Paige,L,R,3B,11,9,2000,St. Louis Cardinals,,,,,,
813855,Carlton Perkins,R,R,P,11,9,2002,Chicago White Sox,,,,,,
813859,Nick Schwartz,R,R,C,3,7,2001,Oakland Athletics,,,,,,
813860,Charlie Pagliarini,L,R,3B,12,12,2000,Seattle Mariners,,,,,,
813864,Eli Trop,R,R,P,5,4,2002,Philadelphia Phillies,,,,,,
813865,Hudson Leach,R,R,P,6,16,2002,Houston Astros,,,,,,
813866,Cole Zaffiro,R,R,P,5,15,2002,New York Yankees,,,,,,
813869,Ryan Degges,R,R,P,9,9,2002,Philadelphia Phillies,,,,,,
813878,Aric McAtee,R,R,P,5,31,2000,Chicago White Sox,,,,,,
813882,Brady Choban,R,R,P,9,16,2000,Los Angeles Angels,,,,,,
813883,Ryan Ignoffo,R,R,C,7,21,2000,Miami Marlins,28,40,,,,
813891,Jatnk Diaz,R,R,P,8,19,2004,Detroit Tigers,,,,,,
813895,Corey Avant,R,R,P,11,6,2001,Oakland Athletics,,,,,,
813896,Joseph Sullivan,L,L,OF,7,1,2002,Houston Astros,12,42,6,45,,
813901,Titan Kennedy-Hayes,R,R,P,11,12,2001,Philadelphia Phillies,,,,,,
813922,Jack Lines,L,R,SS,11,8,2005,Tampa Bay Rays,,,,,,
813933,Yanuel Casiano,R,R,C,2,7,2007,Cincinnati Reds,,,,,,
813939,Jan Luis Reyes,L,L,OF,10,5,2005,Chicago Cubs,,,,,,
813943,Balian Caraballo,R,R,OF,3,6,2006,Los Angeles Angels,,,,,,
813944,Yan Cruz,L,L,OF,10,31,2006,Boston Red Sox,,,,,,
813958,Edgar Colon,R,R,P,3,13,2006,Cincinnati Reds,,,,,,
813979,Kevin Tejada,R,R,P,5,8,2005,Colorado Rockies,,,,,,
813982,Bairon Ledesma,R,R,SS,5,3,2005,Colorado Rockies,,,,,,
813985,Aldalay Kolokie,R,R,CF,8,29,2004,Colorado Rockies,51,35,,,,
813989,Talon Haley,R,L,P,1,22,2006,Los Angeles Angels,28,37,12,45,,
814029,Eriner Batista,R,R,P,1,30,2004,Baltimore Orioles,,,,,,
814031,Saul Siri,R,R,P,12,20,2004,Chicago Cubs,,,,,,
814085,Alan Reyes,R,R,P,10,25,2003,St. Louis Cardinals,,,,,,
814086,Jefferson Moran,R,R,P,6,4,2004,St. Louis Cardinals,,,,,,
814088,Austin Strickland,R,R,P,5,31,2002,San Francisco Giants,,,,,,
814091,John Wimmer,R,R,SS,3,21,2005,Los Angeles Angels,,,,,,
814098,Sam Armstrong,R,R,P,9,26,2000,Chicago Cubs,63,35,,,,
814102,Drew Pestka,R,R,P,5,18,2004,Cincinnati Reds,,,,,,
814106,Cade Denton,R,R,P,12,28,2001,Colorado Rockies,51,35,,,,
814118,Ben Johnson,R,R,P,9,20,2001,Chicago Cubs,,,,,,
814129,Simon Leandro,R,R,P,4,24,2002,Baltimore Orioles,80,35,,,,
814131,Derik Alcantara,L,R,OF,2,20,2005,Chicago Cubs,,,,,,
814133,Frenny Grant,L,L,P,10,14,2003,Detroit Tigers,,,,,,
814134,Diego Palmero,R,R,P,8,4,2003,Detroit Tigers,,,,,,
814136,Clevari Tejada,R,R,P,9,23,2004,Pittsburgh Pirates,,,,,,
814139,Danny Trehey,R,R,P,6,14,2001,Houston Astros,,,,,,
814153,Dane Lais,R,R,P,6,18,2005,San Diego Padres,,,,,,
814154,Scott Bandura,L,R,OF,8,2,2001,San Francisco Giants,62,35,,,,
814161,Clete Hartzog,L,R,P,6,12,2001,Chicago White Sox,,,,,,
814164,Johnathan Rogers,R,R,P,9,5,2004,Detroit Tigers,,,,,,
814165,Heath Andrews,R,R,P,5,12,2004,zzz_amateur,,,,,,
814172,Chase Jaworsky,L,R,SS,7,31,2004,Houston Astros,47,37,18,40,,
814188,Jayson Bass,S,R,OF,4,29,2006,Minnesota Twins,,,,,,
814193,Justin Storm,R,L,P,9,12,2001,Miami Marlins,,,,,,
814219,Jose Regalado,L,L,P,6,15,2002,Pittsburgh Pirates,59,35,,,,
814226,Alexander Campos,R,R,P,4,14,2003,Tampa Bay Rays,,,,,,
814227,Jordan Valenzuela,R,R,P,5,20,2005,San Diego Padres,,,,,,
814229,Moises Valdez,R,R,OF,11,28,2005,San Diego Padres,,,,,,
814230,Styven Paez,R,R,P,10,29,2004,Atlanta Braves,,,,,,
814232,Humberto Cruz,R,R,P,12,18,2006,San Diego Padres,3,45,3,50,,
814253,Leonardi Almonte,R,R,P,3,23,2005,Colorado Rockies,,,,,,
814255,Miguel Mejias,R,R,P,11,2,2004,New York Mets,49,35,,,,
814256,Justin Ramirez,L,L,OF,2,9,2005,New York Mets,49,35,,,,
814257,Yoralbert Cadiz,R,R,P,10,24,2004,New York Mets,,,,,,
814259,Derek Cueto,R,R,P,10,26,2005,Miami Marlins,,,,,,
814261,Carlos Caro,R,R,IF,11,4,2004,Pittsburgh Pirates,42,37,,,,
814262,Jose Sanchez,R,R,P,2,6,2006,Washington Nationals,54,35,,,,
814264,Ericksson De Los Santos,L,L,P,3,24,2006,Detroit Tigers,,,,,,
814266,Mauricio Rodriguez,R,R,P,7,30,2004,Houston Astros,,,,,,
814268,Kevin Camacho,R,R,P,2,10,2005,Chicago Cubs,,,,,,
814269,Kevin Verde,R,R,SS,12,12,2005,New York Yankees,,,,,,
814275,Michael Valverde,R,R,P,12,7,2002,Texas Rangers,39,37,,,,
814278,Jorge Lara,S,R,SS,10,24,2005,Arizona Diamondbacks,,,,,,
814279,Yeferson Vargas,R,R,P,8,4,2004,Los Angeles Angels,29,37,,,,
814280,Landon Tomkins,R,R,P,6,23,2000,Pittsburgh Pirates,,,,,,
814288,Franly Urena,R,R,P,6,8,2004,Toronto Blue Jays,,,,,,
814290,Matt Gabbert,L,R,P,6,28,2002,Minnesota Twins,,,,,,
814291,Jacob Wosinski,R,R,P,3,9,1999,Minnesota Twins,53,37,,,,
814293,Franco Willias,R,R,IF,4,6,2005,San Francisco Giants,,,,,,
814294,Dario Reynoso,R,R,IF,3,22,2005,San Francisco Giants,62,35,,,,
814295,Luis Custodio,L,L,P,7,8,2004,San Francisco Giants,,,,,,
814299,Pascanel Ferreras,R,R,SS,11,25,2001,Houston Astros,44,35,,,,
814305,Yunior Tur,R,R,P,8,9,1999,Oakland Athletics,35,37,,,,
814309,Spencer Green,R,R,P,10,28,2004,Los Angeles Dodgers,,,,,,
814310,William Maynard,L,R,P,6,19,2003,Los Angeles Dodgers,,,,,,
814312,Patrick Spencer Jr.,R,R,P,8,18,2004,zzz_amateur,,,,,,
814320,Weston Moss,R,R,P,6,15,2004,zzz_amateur,,,,,,
814340,Raul Garayzar,R,R,P,5,9,2003,Arizona Diamondbacks,,,,,,
814342,Jackson Kirkpatrick,L,R,P,8,15,2002,Chicago Cubs,,,,,,
814343,Danny Flatt,R,R,P,6,6,2004,New York Yankees,,,,,,
814346,Dylan Watts,R,R,P,7,15,2004,Toronto Blue Jays,,,,,,
814354,Yanzel Correa,S,R,P,12,17,2004,Colorado Rockies,,,,,,
814362,Alberto Rios,R,R,C,3,19,2002,Los Angeles Angels,,,,,,
814366,Cade Feeney,R,R,P,7,31,2001,Boston Red Sox,,,,,,
814372,Brad Pacheco,R,R,P,6,9,2005,Philadelphia Phillies,43,35,,,,
814374,Francisco Frias,R,R,P,10,15,2004,Houston Astros,,,,,,
814376,Alfredo Guanchez,S,R,SS,10,17,2005,Arizona Diamondbacks,,,,,,
814378,Porfirio Ramos,R,R,P,12,3,2003,Houston Astros,,,,,,
814383,David Lee,R,R,OF,3,23,2000,Colorado Rockies,,,,,,
814384,Alexander Meckley,R,R,P,7,12,2003,Washington Nationals,,,,,,
814386,Ben Petschke,R,R,P,11,9,2001,Houston Astros,,,,,,
814388,Hayden Snelsire,R,R,P,1,16,2001,Tampa Bay Rays,,,,,,
814392,Xavier Rivas,L,L,P,7,11,2002,New York Yankees,,,,,,
814394,Colin Summerhill,R,R,C,8,4,2001,Los Angeles Angels,,,,,,
814401,Gabriel Castro,L,L,P,11,5,2004,Toronto Blue Jays,,,,,,
814408,Jackson Hornung,R,R,C,2,6,2001,Toronto Blue Jays,,,,,,
814410,Jacob Humphrey,R,R,OF,1,30,2003,Colorado Rockies,,,,,,
814411,Matt Scannell,L,L,OF,8,31,2001,Toronto Blue Jays,,,,,,
814413,Ian Petrutz,L,L,OF,8,26,2002,St. Louis Cardinals,,,,,,
814430,Brett Callahan,L,R,OF,11,2,2001,Detroit Tigers,,,,,,
814431,Jackson Castillo,L,L,OF,5,2,2003,New York Yankees,46,35,,,,
814435,Jacob Sharp,R,R,C,9,15,2001,Toronto Blue Jays,,,,,,
814436,Ryan Galanie,R,R,3B,6,20,2000,Chicago White Sox,,,,,,
814442,Ivan Brethowr,R,R,RF,2,27,2003,Chicago Cubs,59,35,,,,
814444,Will Turner,L,L,OF,9,18,2002,Boston Red Sox,,,,,,
814445,Jared Sprague-Lott,R,R,SS,10,10,2001,Athletics,,,,,,
814448,Will King,R,R,C,9,2,2003,Atlanta Braves,,,,,,
814450,Wehiwa Aloy,R,R,SS,2,4,2004,Baltimore Orioles,4,47,5,50,125,
814451,Jakob Christian,R,R,OF,9,17,2002,San Francisco Giants,62,35,,,,
814452,Anthony Martinez,L,R,1B,4,12,2004,Cleveland Guardians,,,,,,
814453,Nathan Archer,L,R,OF,3,14,2003,Chicago White Sox,,,,,,
814455,Nick Mitchell,L,R,OF,9,3,2003,Toronto Blue Jays,50,37,,,,
814456,Jo Oyama,L,R,2B,11,3,2000,Seattle Mariners,,,,,,
814457,Jake Casey,L,R,OF,4,17,2003,Toronto Blue Jays,,,,,,
814458,Fenwick Trimble,R,R,OF,8,29,2002,Miami Marlins,72,35,28,40,,
814460,Danny Kirwin,R,R,P,11,12,1999,Boston Red Sox,,,,,,
814468,Jeckferxon Hernandez,R,R,P,9,18,2002,Miami Marlins,,,,,,
814477,Luke Stofel,R,R,P,11,25,2001,Detroit Tigers,,,,,,
814480,Harry Gustin,S,L,P,5,6,2002,San Diego Padres,,,,,,
814481,Carson Hobbs,R,R,P,2,27,2002,Los Angeles Dodgers,,,,,,
814482,Peyton Stumbo,R,R,P,6,28,2002,Pittsburgh Pirates,,,,,,
814487,Nolan Hughes,L,L,P,3,7,2002,Washington Nationals,,,,,,
814490,Ethan Pecko,R,R,P,8,25,2002,Houston Astros,9,42,12,45,,
814491,Tucker Musgrove,R,R,TWP,2,1,2002,San Diego Padres,,,,,,
814492,Will Watson,R,R,P,11,7,2002,New York Mets,12,42,11,45,,
814499,Brady Cerkownyk,R,R,C,2,2,2003,Detroit Tigers,,,,,,
814504,Dylan Fien,S,R,C,10,20,2005,Athletics,49,35,,,,
814507,Sterling Patick,L,L,P,6,9,2005,Los Angeles Dodgers,30,40,,,,
814508,Colby Martin,R,R,P,4,2,2001,Toronto Blue Jays,,,,,,
814511,Jaylen Paden,R,R,P,2,2,2002,Atlanta Braves,,,,,,
